management,worklife,company,rank,culture,compensation,review,security,industry
3.6,3.8,Texas Roadhouse,42,4,3.2,"I really enjoyed working at Texas Roadhouse. We line danced at our store, it's a fun break from working and the guests love it. The company is very organized and has lots of training tools and fun ways to remember menu items and steps of service. The jeans and T-shirt uniform and country music add to the laid back environment. The company also offers get togethers and friendly competitions between neighboring stores. Including a video challenge for a signature drink. Great company with great food too!",3.5,"Restaurants, Travel and Leisure"
3.6,3.8,Texas Roadhouse,42,4,3.2,"Texas Roadhouse is a good place you eat so you think.....they are so unsanitary, they dont care about the customers foreeal all they really care about is you buying a full course meal plus more,rip off nasty cooks.",3.5,"Restaurants, Travel and Leisure"
3.6,3.8,Texas Roadhouse,42,4,3.2,"Amazing experience, always be willing to do team work! Help each other out! Awesome managers, Saturday's are the busiest and Sunday mornings are too. Friday nights are busy as well.",3.5,"Restaurants, Travel and Leisure"
3.6,3.9,Microsoft,40,4,4,"Microsoft is a great place to work.  It's a very family friendly place.  If you are lucky to get to the Principal level at Microsoft, then life is great, with good compensation, excellent benefits",3.5,Internet and Software
3.6,3.9,Microsoft,40,4,4,Very good company the work place can be a bit frustrating just the management is welcoming helpful and nice . Vwey good teamwork and everybody has positive energy,3.5,Internet and Software
3.6,3.9,Microsoft,40,4,4,"Retail work day, selling and demoing products. Depending on your skill level they may ask you to do other more technical work. I am really good with troubleshooting so I would often field basic tech questions to the more advanced.",3.5,Internet and Software
3.6,3.9,Microsoft,40,4,4,"It really depends on which team you are working on, also managers have big see in your career unless you takes actions promptly, but I saw many new grads failed into false-safe situation until too late.",3.5,Internet and Software
3.6,3.9,Microsoft,40,4,4,Enjoyed the years I was there.  Great atmosphere and very supportive with needed equipment and software. Good comraderie.  Made friends along the way. Would highly recommend.,3.5,Internet and Software
3.7,3.8,"Marriott International, Inc.",49,4,3.7,"This is a great job, but it does a terrible job of providing a work/life balance. Many times, I have had to work over a week straight and my pay is lacking. If I do not make business, I am not making money. Otherwise, it is a fun job with amazing people. I get along with my managers and even with their managers. Sometimes I wish the bosses would loosen up a bit and not be so uptight, but I also get it.",3.7,"Restaurants, Travel and Leisure"
3.7,3.8,"Marriott International, Inc.",49,4,3.7,Great place to work  in culture district  haven't met a guest I didn't like management isn't what it needs to be they are very unorganized and some of the managers there only want one specific race for them,3.7,"Restaurants, Travel and Leisure"
3.7,3.8,"Marriott International, Inc.",49,4,3.7,I love working for the Marriott because I love to work around people and I love to make the guest happy I don't mind doing things are going to get things for their kids or even bringing their breakfast up to their rooms I love to see the smiles on their faces once you leave their room smelling and licking cleaned as though it was just built,3.7,"Restaurants, Travel and Leisure"
3.4,3.9,Boeing,38,3.7,4.2,A typical day involved aircraft mech design activities. I learned to use professional job skills in a highly confident manner. The management was tops in the industry. The work place culture was excellent and provided a great opportunity to grow. The hardest part of the job was the ongoing requirement for  overtime. The most enjoyable part was being a member of a highly talented design team rated tops in the industry.,3.4,Aerospace and Defense
3.4,3.9,Boeing,38,3.7,4.2,Great place to work. Ability to increase job skills and advance. Opportunities for seeking new career goals. Pay for training and education for alternate aerospace careers.,3.4,Aerospace and Defense
3.4,3.9,Boeing,38,3.7,4.2,Boeing is  a Good Company.  It needs good Management at the top.,3.4,Aerospace and Defense
3.4,3.9,Boeing,38,3.7,4.2,Boeing was a great place to work.  An international company with opportunities worldwide.  Their education programs were vast and paid for.  People from all over the world worked there and that was the best part.,3.4,Aerospace and Defense
3.4,3.9,Boeing,38,3.7,4.2,"Boeing used to be the cream of the crop, now it is almost the bottom of the barrel.  It is like working in a geriatrics unit.  Everyone is older and cranky.  They complain about the good old times, but do noting to better the current situation.  Equipment is old and needs major updates that do not happen because there is no money to do it.  All aspects of your job are micromanaged by managers that have no idea what our job is or how to do it.  Due to lack of mental stimulation everyone is back biting and causing drama.",3.4,Aerospace and Defense
3.4,3.9,Boeing,38,3.7,4.2,"Rewarding if you find yourself on a program you love; stressful as the job security is to be desired. People are thought of as numbers in a spreadsheet more and more, and not like people.",3.4,Aerospace and Defense
3.4,3.9,Boeing,38,3.7,4.2,"Very good place to work, great people, wonderful experiences. It is very rewarding working with such talented professional.",3.4,Aerospace and Defense
3.4,3.9,Boeing,38,3.7,4.2,"Company has good benefits, holiday pay with overtime, non union.  Multiply shifts, work area for production line can be pretty tough as you work in cold and hot climate, AC and Heater sometime not available during my time depending on the program being worked.",3.4,Aerospace and Defense
3.6,3.9,NewYork-Presbyterian Hospital,41,3.9,4.1,"The hospital has all the best policies are in place but the bad elements like personnel interest gets in the way and derail the progress. In my opinion, educating the employs is a very key factor ",3.9,Health Care
3.6,3.9,NewYork-Presbyterian Hospital,41,3.9,4.1,Management recognizes employees and promote healthy workplace culture that makes it enjoyable to work there.,3.9,Health Care
3.6,3.9,NewYork-Presbyterian Hospital,41,3.9,4.1,Every day we worked to ensure that orders were transmitted successfully.  It was a nice place to work.  The difficulties came when we had to add to the work load the daily ordering for the O.R.,3.9,Health Care
3.6,3.9,NewYork-Presbyterian Hospital,41,3.9,4.1,Great working there enjoy working with people. I learned a lot and want to continue learning. I look forward to meeting new people and developing new skills. They will teach you which I enjoy,3.9,Health Care
3.6,3.9,NewYork-Presbyterian Hospital,41,3.9,4.1,"Working at NYP, I've learned to be an active listener, manages my time efficiently, demonstrates professionalism and is always conscientious about the quality of my work.",3.9,Health Care
3.6,3.9,NewYork-Presbyterian Hospital,41,3.9,4.1,"I started my career here so I have a lot of great things to say about them, but towards the end I lost respect for them and where they want to take nursing.",3.9,Health Care
3.6,3.9,NewYork-Presbyterian Hospital,41,3.9,4.1,"the company has potential, but they need to hire the most credible people to uphold leadership positions. When there is uncertainty amongst management, it tends to affect the general work population",3.9,Health Care
